script,variant,feature_set,target,subject_id,mae_min,trained
v0103,noabs,EMG,lt1,S018,4.3605,0
v0103,noabs,EMG,lt1,S019,7.5005,1
v0103,with_abs,NIRS,lt1,S002,3.3479,0
v0103,with_abs,NIRS,lt1,S003,7.2804,1
v0103,with_abs,NIRS,lt1,S004,4.7323,0
v0103,with_abs,NIRS,lt1,S006,3.2578,0
v0103,with_abs,NIRS,lt1,S008,5.1714,0
v0103,with_abs,NIRS,lt1,S009,8.1458,1
v0103,with_abs,NIRS,lt1,S010,7.1818,1
v0103,with_abs,NIRS,lt1,S011,3.8966,0
v0103,with_abs,NIRS,lt1,S013,6.1209,1
v0103,with_abs,NIRS,lt1,S014,4.8039,0
v0103,with_abs,NIRS,lt1,S016,4.0182,0
v0103,with_abs,NIRS,lt1,S017,4.9761,1
v0103,with_abs,NIRS,lt1,S018,4.7105,0
v0103,with_abs,NIRS,lt1,S019,7.8466,1
v0103,noabs,NIRS,lt1,S002,3.263,0
v0103,noabs,NIRS,lt1,S003,7.3001,1
v0103,noabs,NIRS,lt1,S004,4.6899,0
v0103,noabs,NIRS,lt1,S006,3.107,0
v0103,noabs,NIRS,lt1,S008,4.9753,0
v0103,noabs,NIRS,lt1,S009,8.2066,1
v0103,noabs,NIRS,lt1,S010,7.1939,1
v0103,noabs,NIRS,lt1,S011,3.9169,0
v0103,noabs,NIRS,lt1,S013,6.2177,1
v0103,noabs,NIRS,lt1,S014,4.7923,0
v0103,noabs,NIRS,lt1,S016,3.9736,0
v0103,noabs,NIRS,lt1,S017,4.8946,1
v0103,noabs,NIRS,lt1,S018,4.7455,0
v0103,noabs,NIRS,lt1,S019,7.7245,1
v0103,with_abs,EMG+NIRS,lt1,S002,3.2454,0
v0103,with_abs,EMG+NIRS,lt1,S003,7.2376,1
v0103,with_abs,EMG+NIRS,lt1,S004,4.644,0
v0103,with_abs,EMG+NIRS,lt1,S006,3.1011,0
v0103,with_abs,EMG+NIRS,lt1,S008,4.787,0
v0103,with_abs,EMG+NIRS,lt1,S009,8.1688,1
v0103,with_abs,EMG+NIRS,lt1,S010,7.2534,1
v0103,with_abs,EMG+NIRS,lt1,S011,3.7977,0
v0103,with_abs,EMG+NIRS,lt1,S013,6.0148,1
v0103,with_abs,EMG+NIRS,lt1,S014,4.5118,0
v0103,with_abs,EMG+NIRS,lt1,S016,3.8148,0
v0103,with_abs,EMG+NIRS,lt1,S017,4.5578,1
v0103,with_abs,EMG+NIRS,lt1,S018,4.503,0
v0103,with_abs,EMG+NIRS,lt1,S019,7.6241,1
v0103,noabs,EMG+NIRS,lt1,S002,3.2061,0
v0103,noabs,EMG+NIRS,lt1,S003,7.2695,1
v0103,noabs,EMG+NIRS,lt1,S004,4.5718,0
v0103,noabs,EMG+NIRS,lt1,S006,3.2444,0
v0103,noabs,EMG+NIRS,lt1,S008,4.5665,0
v0103,noabs,EMG+NIRS,lt1,S009,8.1069,1
v0103,noabs,EMG+NIRS,lt1,S010,7.2869,1
v0103,noabs,EMG+NIRS,lt1,S011,3.8155,0
v0103,noabs,EMG+NIRS,lt1,S013,6.0052,1
v0103,noabs,EMG+NIRS,lt1,S014,4.4652,0
v0103,noabs,EMG+NIRS,lt1,S016,3.8611,0
v0103,noabs,EMG+NIRS,lt1,S017,4.7103,1
v0103,noabs,EMG+NIRS,lt1,S018,4.434,0
v0103,noabs,EMG+NIRS,lt1,S019,7.6062,1
v0103,with_abs,EMG+NIRS+HRV,lt1,S002,3.1888,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S003,7.3472,1
v0103,with_abs,EMG+NIRS+HRV,lt1,S004,4.5578,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S006,3.0525,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S008,4.7573,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S009,8.1372,1
v0103,with_abs,EMG+NIRS+HRV,lt1,S010,7.2762,1
v0103,with_abs,EMG+NIRS+HRV,lt1,S011,3.7754,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S013,5.9786,1
v0103,with_abs,EMG+NIRS+HRV,lt1,S014,4.655,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S016,3.7173,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S017,4.6713,1
v0103,with_abs,EMG+NIRS+HRV,lt1,S018,4.3284,0
v0103,with_abs,EMG+NIRS+HRV,lt1,S019,7.5937,1
v0103,noabs,EMG+NIRS+HRV,lt1,S002,3.1983,0
v0103,noabs,EMG+NIRS+HRV,lt1,S003,7.2781,1
v0103,noabs,EMG+NIRS+HRV,lt1,S004,4.6439,0
v0103,noabs,EMG+NIRS+HRV,lt1,S006,3.1366,0
v0103,noabs,EMG+NIRS+HRV,lt1,S008,4.8133,0
v0103,noabs,EMG+NIRS+HRV,lt1,S009,8.0838,1
v0103,noabs,EMG+NIRS+HRV,lt1,S010,7.2806,1
v0103,noabs,EMG+NIRS+HRV,lt1,S011,3.8333,0
v0103,noabs,EMG+NIRS+HRV,lt1,S013,5.8858,1
v0103,noabs,EMG+NIRS+HRV,lt1,S014,4.5499,0
v0103,noabs,EMG+NIRS+HRV,lt1,S016,3.6907,0
v0103,noabs,EMG+NIRS+HRV,lt1,S017,4.7262,1
v0103,noabs,EMG+NIRS+HRV,lt1,S018,4.1695,0
v0103,noabs,EMG+NIRS+HRV,lt1,S019,7.5285,1
v0103,with_abs,EMG,lt2,S001,4.4275,0
v0103,with_abs,EMG,lt2,S002,3.2037,0
v0103,with_abs,EMG,lt2,S003,4.6074,1
v0103,with_abs,EMG,lt2,S004,3.7186,0
v0103,with_abs,EMG,lt2,S005,3.6521,0
v0103,with_abs,EMG,lt2,S006,2.1737,0
v0103,with_abs,EMG,lt2,S008,1.2259,0
v0103,with_abs,EMG,lt2,S009,9.0267,1
v0103,with_abs,EMG,lt2,S010,6.495,1
v0103,with_abs,EMG,lt2,S011,3.9401,0
v0103,with_abs,EMG,lt2,S012,3.0042,0
v0103,with_abs,EMG,lt2,S013,3.9727,1
v0103,with_abs,EMG,lt2,S014,1.5962,0
v0103,with_abs,EMG,lt2,S015,3.1876,0
v0103,with_abs,EMG,lt2,S016,2.2476,0
v0103,with_abs,EMG,lt2,S017,1.9671,1
v0103,with_abs,EMG,lt2,S018,4.5554,0
v0103,with_abs,EMG,lt2,S019,4.2371,1
v0103,noabs,EMG,lt2,S001,4.2386,0
v0103,noabs,EMG,lt2,S002,4.1405,0
v0103,noabs,EMG,lt2,S003,4.7316,1
v0103,noabs,EMG,lt2,S004,3.802,0
v0103,noabs,EMG,lt2,S005,4.4081,0
v0103,noabs,EMG,lt2,S006,1.7217,0
v0103,noabs,EMG,lt2,S008,1.8022,0
v0103,noabs,EMG,lt2,S009,11.2353,1
v0103,noabs,EMG,lt2,S010,6.6319,1
v0103,noabs,EMG,lt2,S011,5.269,0
v0103,noabs,EMG,lt2,S012,4.3222,0
v0103,noabs,EMG,lt2,S013,5.407,1
v0103,noabs,EMG,lt2,S014,1.6357,0
v0103,noabs,EMG,lt2,S015,5.111,0
v0103,noabs,EMG,lt2,S016,2.0077,0
v0103,noabs,EMG,lt2,S017,2.2954,1
v0103,noabs,EMG,lt2,S018,2.0642,0
v0103,noabs,EMG,lt2,S019,6.4444,1
v0103,with_abs,NIRS,lt2,S001,4.928,0
v0103,with_abs,NIRS,lt2,S002,5.9114,0
v0103,with_abs,NIRS,lt2,S003,4.0574,1
v0103,with_abs,NIRS,lt2,S004,2.7115,0
v0103,with_abs,NIRS,lt2,S005,5.4026,0
v0103,with_abs,NIRS,lt2,S006,6.103,0
v0103,with_abs,NIRS,lt2,S008,2.5119,0
v0103,with_abs,NIRS,lt2,S009,3.2691,1
v0103,with_abs,NIRS,lt2,S010,5.2058,1
v0103,with_abs,NIRS,lt2,S011,2.2331,0
v0103,with_abs,NIRS,lt2,S012,3.7596,0
v0103,with_abs,NIRS,lt2,S013,5.8343,1
v0103,with_abs,NIRS,lt2,S014,3.0527,0
v0103,with_abs,NIRS,lt2,S015,3.0449,0
v0103,with_abs,NIRS,lt2,S016,5.3048,0
v0103,with_abs,NIRS,lt2,S017,2.8935,1
v0103,with_abs,NIRS,lt2,S018,1.701,0
v0103,with_abs,NIRS,lt2,S019,8.1512,1
v0103,noabs,NIRS,lt2,S001,6.4004,0
v0103,noabs,NIRS,lt2,S002,1.8363,0
v0103,noabs,NIRS,lt2,S003,4.8182,1
v0103,noabs,NIRS,lt2,S004,2.1696,0
v0103,noabs,NIRS,lt2,S005,6.3419,0
v0103,noabs,NIRS,lt2,S006,11.7042,0
v0103,noabs,NIRS,lt2,S008,3.8689,0
v0103,noabs,NIRS,lt2,S009,6.8758,1
v0103,noabs,NIRS,lt2,S010,6.0321,1
v0103,noabs,NIRS,lt2,S011,6.3362,0
v0103,noabs,NIRS,lt2,S012,2.8021,0
v0103,noabs,NIRS,lt2,S013,6.6519,1
v0103,noabs,NIRS,lt2,S014,3.5345,0
v0103,noabs,NIRS,lt2,S015,3.9654,0
v0103,noabs,NIRS,lt2,S016,6.3219,0
v0103,noabs,NIRS,lt2,S017,4.2151,1
v0103,noabs,NIRS,lt2,S018,1.8588,0
v0103,noabs,NIRS,lt2,S019,4.8329,1
v0103,with_abs,EMG+NIRS,lt2,S001,3.8219,0
v0103,with_abs,EMG+NIRS,lt2,S002,1.9517,0
v0103,with_abs,EMG+NIRS,lt2,S003,3.0956,1
v0103,with_abs,EMG+NIRS,lt2,S004,3.526,0
v0103,with_abs,EMG+NIRS,lt2,S005,3.93,0
v0103,with_abs,EMG+NIRS,lt2,S006,2.1758,0
v0103,with_abs,EMG+NIRS,lt2,S008,2.2233,0
v0103,with_abs,EMG+NIRS,lt2,S009,9.061,1
v0103,with_abs,EMG+NIRS,lt2,S010,8.3111,1
v0103,with_abs,EMG+NIRS,lt2,S011,3.5179,0
v0103,with_abs,EMG+NIRS,lt2,S012,2.1665,0
v0103,with_abs,EMG+NIRS,lt2,S013,4.3169,1
v0103,with_abs,EMG+NIRS,lt2,S014,1.445,0
v0103,with_abs,EMG+NIRS,lt2,S015,3.4574,0
v0103,with_abs,EMG+NIRS,lt2,S016,2.5827,0
v0103,with_abs,EMG+NIRS,lt2,S017,3.6239,1
v0103,with_abs,EMG+NIRS,lt2,S018,6.5501,0
v0103,with_abs,EMG+NIRS,lt2,S019,6.2322,1
v0103,noabs,EMG+NIRS,lt2,S001,4.2096,0
v0103,noabs,EMG+NIRS,lt2,S002,2.5847,0
v0103,noabs,EMG+NIRS,lt2,S003,3.221,1
v0103,noabs,EMG+NIRS,lt2,S004,3.3142,0
v0103,noabs,EMG+NIRS,lt2,S005,3.8333,0
v0103,noabs,EMG+NIRS,lt2,S006,2.1933,0
v0103,noabs,EMG+NIRS,lt2,S008,2.2851,0
v0103,noabs,EMG+NIRS,lt2,S009,9.0184,1
v0103,noabs,EMG+NIRS,lt2,S010,6.6487,1
v0103,noabs,EMG+NIRS,lt2,S011,2.9044,0
v0103,noabs,EMG+NIRS,lt2,S012,2.021,0
v0103,noabs,EMG+NIRS,lt2,S013,4.9104,1
v0103,noabs,EMG+NIRS,lt2,S014,3.121,0
v0103,noabs,EMG+NIRS,lt2,S015,4.0184,0
v0103,noabs,EMG+NIRS,lt2,S016,2.4753,0
v0103,noabs,EMG+NIRS,lt2,S017,2.5976,1
v0103,noabs,EMG+NIRS,lt2,S018,5.8783,0
v0103,noabs,EMG+NIRS,lt2,S019,5.7098,1
v0103,with_abs,EMG+NIRS+HRV,lt2,S001,2.8644,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S002,1.9622,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S003,2.8593,1
v0103,with_abs,EMG+NIRS+HRV,lt2,S004,1.2062,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S005,2.8228,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S006,2.5516,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S008,1.6701,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S009,8.0594,1
v0103,with_abs,EMG+NIRS+HRV,lt2,S010,6.2528,1
v0103,with_abs,EMG+NIRS+HRV,lt2,S011,3.4855,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S012,2.1643,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S013,2.6481,1
v0103,with_abs,EMG+NIRS+HRV,lt2,S014,2.7836,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S015,3.0338,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S016,2.7078,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S017,3.557,1
v0103,with_abs,EMG+NIRS+HRV,lt2,S018,2.4931,0
v0103,with_abs,EMG+NIRS+HRV,lt2,S019,5.1379,1
v0103,noabs,EMG+NIRS+HRV,lt2,S001,3.8084,0
v0103,noabs,EMG+NIRS+HRV,lt2,S002,4.3698,0
v0103,noabs,EMG+NIRS+HRV,lt2,S003,3.5791,1
v0103,noabs,EMG+NIRS+HRV,lt2,S004,1.3662,0
v0103,noabs,EMG+NIRS+HRV,lt2,S005,3.5842,0
v0103,noabs,EMG+NIRS+HRV,lt2,S006,2.9198,0
v0103,noabs,EMG+NIRS+HRV,lt2,S008,1.4312,0
v0103,noabs,EMG+NIRS+HRV,lt2,S009,7.8003,1
v0103,noabs,EMG+NIRS+HRV,lt2,S010,5.9146,1
v0103,noabs,EMG+NIRS+HRV,lt2,S011,2.1431,0
v0103,noabs,EMG+NIRS+HRV,lt2,S012,2.9534,0
v0103,noabs,EMG+NIRS+HRV,lt2,S013,3.9091,1
v0103,noabs,EMG+NIRS+HRV,lt2,S014,1.2825,0
v0103,noabs,EMG+NIRS+HRV,lt2,S015,2.3441,0
v0103,noabs,EMG+NIRS+HRV,lt2,S016,2.1908,0
v0103,noabs,EMG+NIRS+HRV,lt2,S017,2.1292,1
v0103,noabs,EMG+NIRS+HRV,lt2,S018,1.8548,0
v0103,noabs,EMG+NIRS+HRV,lt2,S019,4.3616,1
v0104,with_abs,EMG,lt1,S002,3.1192,0
v0104,with_abs,EMG,lt1,S003,6.5839,1
v0104,with_abs,EMG,lt1,S004,5.0865,0
v0104,with_abs,EMG,lt1,S006,2.6367,0
v0104,with_abs,EMG,lt1,S008,4.1661,0
v0104,with_abs,EMG,lt1,S009,7.7017,1
v0104,with_abs,EMG,lt1,S010,6.4737,1
v0104,with_abs,EMG,lt1,S011,3.2248,0
v0104,with_abs,EMG,lt1,S013,5.2826,1
v0104,with_abs,EMG,lt1,S014,4.0111,0
v0104,with_abs,EMG,lt1,S016,3.3249,0
v0104,with_abs,EMG,lt1,S017,4.3999,1
v0104,with_abs,EMG,lt1,S018,4.5821,0
v0104,with_abs,EMG,lt1,S019,7.3392,1
v0104,noabs,EMG,lt1,S002,3.0874,0
v0104,noabs,EMG,lt1,S003,6.7319,1
v0104,noabs,EMG,lt1,S004,5.112,0
v0104,noabs,EMG,lt1,S006,2.676,0
v0104,noabs,EMG,lt1,S008,4.1483,0
v0104,noabs,EMG,lt1,S009,7.7606,1
v0104,noabs,EMG,lt1,S010,6.5138,1
v0104,noabs,EMG,lt1,S011,3.1233,0
v0104,noabs,EMG,lt1,S013,5.2019,1
v0104,noabs,EMG,lt1,S014,3.9799,0
v0104,noabs,EMG,lt1,S016,3.332,0
v0104,noabs,EMG,lt1,S017,4.2989,1
v0104,noabs,EMG,lt1,S018,4.386,0
v0104,noabs,EMG,lt1,S019,7.2408,1
v0104,with_abs,NIRS,lt1,S002,3.4937,0
v0104,with_abs,NIRS,lt1,S003,6.7469,1
v0104,with_abs,NIRS,lt1,S004,4.1853,0
v0104,with_abs,NIRS,lt1,S006,3.0139,0
v0104,with_abs,NIRS,lt1,S008,4.0726,0
v0104,with_abs,NIRS,lt1,S009,7.5481,1
v0104,with_abs,NIRS,lt1,S010,7.0249,1
v0104,with_abs,NIRS,lt1,S011,3.8126,0
v0104,with_abs,NIRS,lt1,S013,5.3978,1
v0104,with_abs,NIRS,lt1,S014,4.7314,0
v0104,with_abs,NIRS,lt1,S016,3.9188,0
v0104,with_abs,NIRS,lt1,S017,4.6483,1
v0104,with_abs,NIRS,lt1,S018,4.522,0
v0104,with_abs,NIRS,lt1,S019,7.2331,1
v0104,noabs,NIRS,lt1,S002,3.4715,0
v0104,noabs,NIRS,lt1,S003,6.7761,1
v0104,noabs,NIRS,lt1,S004,4.2032,0
v0104,noabs,NIRS,lt1,S006,3.0173,0
v0104,noabs,NIRS,lt1,S008,4.0805,0
v0104,noabs,NIRS,lt1,S009,7.6907,1
v0104,noabs,NIRS,lt1,S010,6.865,1
v0104,noabs,NIRS,lt1,S011,3.8127,0
v0104,noabs,NIRS,lt1,S013,5.5541,1
v0104,noabs,NIRS,lt1,S014,4.731,0
v0104,noabs,NIRS,lt1,S016,3.9187,0
v0104,noabs,NIRS,lt1,S017,4.6516,1
v0104,noabs,NIRS,lt1,S018,4.5225,0
v0104,noabs,NIRS,lt1,S019,7.1295,1
v0104,with_abs,EMG+NIRS,lt1,S002,2.9224,0
v0104,with_abs,EMG+NIRS,lt1,S003,6.5789,1
v0104,with_abs,EMG+NIRS,lt1,S004,5.1391,0
v0104,with_abs,EMG+NIRS,lt1,S006,2.8368,0
v0104,with_abs,EMG+NIRS,lt1,S008,4.1446,0
v0104,with_abs,EMG+NIRS,lt1,S009,7.734,1
v0104,with_abs,EMG+NIRS,lt1,S010,6.585,1
v0104,with_abs,EMG+NIRS,lt1,S011,3.2369,0
v0104,with_abs,EMG+NIRS,lt1,S013,5.1273,1
v0104,with_abs,EMG+NIRS,lt1,S014,4.0299,0
v0104,with_abs,EMG+NIRS,lt1,S016,3.2907,0
v0104,with_abs,EMG+NIRS,lt1,S017,4.247,1
v0104,with_abs,EMG+NIRS,lt1,S018,3.9109,0
v0104,with_abs,EMG+NIRS,lt1,S019,7.1582,1
v0104,noabs,EMG+NIRS,lt1,S002,3.0554,0
v0104,noabs,EMG+NIRS,lt1,S003,6.6945,1
v0104,noabs,EMG+NIRS,lt1,S004,5.0316,0
v0104,noabs,EMG+NIRS,lt1,S006,2.7511,0
v0104,noabs,EMG+NIRS,lt1,S008,4.2305,0
v0104,noabs,EMG+NIRS,lt1,S009,7.769,1
v0104,noabs,EMG+NIRS,lt1,S010,6.5825,1
v0104,noabs,EMG+NIRS,lt1,S011,3.2144,0
v0104,noabs,EMG+NIRS,lt1,S013,5.3115,1
v0104,noabs,EMG+NIRS,lt1,S014,4.0291,0
v0104,noabs,EMG+NIRS,lt1,S016,3.3257,0
v0104,noabs,EMG+NIRS,lt1,S017,4.2811,1
v0104,noabs,EMG+NIRS,lt1,S018,3.9933,0
v0104,noabs,EMG+NIRS,lt1,S019,7.4853,1
v0104,with_abs,EMG+NIRS+HRV,lt1,S002,2.7599,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S003,6.7568,1
v0104,with_abs,EMG+NIRS+HRV,lt1,S004,3.8752,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S006,2.794,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S008,4.168,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S009,7.9084,1
v0104,with_abs,EMG+NIRS+HRV,lt1,S010,6.5356,1
v0104,with_abs,EMG+NIRS+HRV,lt1,S011,3.2126,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S013,5.1748,1
v0104,with_abs,EMG+NIRS+HRV,lt1,S014,3.9505,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S016,3.0802,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S017,3.8716,1
v0104,with_abs,EMG+NIRS+HRV,lt1,S018,3.7954,0
v0104,with_abs,EMG+NIRS+HRV,lt1,S019,7.1944,1
v0104,noabs,EMG+NIRS+HRV,lt1,S002,2.8633,0
v0104,noabs,EMG+NIRS+HRV,lt1,S003,6.7534,1
v0104,noabs,EMG+NIRS+HRV,lt1,S004,4.3667,0
v0104,noabs,EMG+NIRS+HRV,lt1,S006,2.8667,0
v0104,noabs,EMG+NIRS+HRV,lt1,S008,4.1684,0
v0104,noabs,EMG+NIRS+HRV,lt1,S009,7.9304,1
v0104,noabs,EMG+NIRS+HRV,lt1,S010,6.5521,1
v0104,noabs,EMG+NIRS+HRV,lt1,S011,3.1974,0
v0104,noabs,EMG+NIRS+HRV,lt1,S013,5.1962,1
v0104,noabs,EMG+NIRS+HRV,lt1,S014,3.9774,0
v0104,noabs,EMG+NIRS+HRV,lt1,S016,3.074,0
v0104,noabs,EMG+NIRS+HRV,lt1,S017,4.1394,1
v0104,noabs,EMG+NIRS+HRV,lt1,S018,3.8354,0
v0104,noabs,EMG+NIRS+HRV,lt1,S019,7.1189,1
v0104,with_abs,EMG,lt2,S001,3.3504,0
v0104,with_abs,EMG,lt2,S002,3.2288,0
v0104,with_abs,EMG,lt2,S003,2.5554,1
v0104,with_abs,EMG,lt2,S004,2.0546,0
v0104,with_abs,EMG,lt2,S005,5.1766,0
v0104,with_abs,EMG,lt2,S006,1.4695,0
v0104,with_abs,EMG,lt2,S008,3.7699,0
v0104,with_abs,EMG,lt2,S009,7.6344,1
v0104,with_abs,EMG,lt2,S010,3.1079,1
v0104,with_abs,EMG,lt2,S011,2.8421,0
v0104,with_abs,EMG,lt2,S012,1.606,0
v0104,with_abs,EMG,lt2,S013,3.2205,1
v0104,with_abs,EMG,lt2,S014,1.6508,0
v0104,with_abs,EMG,lt2,S015,3.8417,0
v0104,with_abs,EMG,lt2,S016,1.8245,0
v0104,with_abs,EMG,lt2,S017,4.4825,1
v0104,with_abs,EMG,lt2,S018,4.9499,0
v0104,with_abs,EMG,lt2,S019,5.1333,1
v0104,noabs,EMG,lt2,S001,3.1734,0
v0104,noabs,EMG,lt2,S002,3.7727,0
v0104,noabs,EMG,lt2,S003,2.6493,1
v0104,noabs,EMG,lt2,S004,2.2541,0
v0104,noabs,EMG,lt2,S005,4.5256,0
v0104,noabs,EMG,lt2,S006,1.5236,0
v0104,noabs,EMG,lt2,S008,4.1401,0
v0104,noabs,EMG,lt2,S009,6.7864,1
v0104,noabs,EMG,lt2,S010,4.2285,1
v0104,noabs,EMG,lt2,S011,1.9317,0
v0104,noabs,EMG,lt2,S012,1.3468,0
v0104,noabs,EMG,lt2,S013,3.5817,1
v0104,noabs,EMG,lt2,S014,1.9866,0
v0104,noabs,EMG,lt2,S015,3.7123,0
v0104,noabs,EMG,lt2,S016,2.0881,0
v0104,noabs,EMG,lt2,S017,3.4344,1
v0104,noabs,EMG,lt2,S018,5.2918,0
v0104,noabs,EMG,lt2,S019,5.8318,1
v0104,with_abs,NIRS,lt2,S001,5.7227,0
v0104,with_abs,NIRS,lt2,S002,3.2615,0
v0104,with_abs,NIRS,lt2,S003,5.0243,1
v0104,with_abs,NIRS,lt2,S004,2.9059,0
v0104,with_abs,NIRS,lt2,S005,7.3156,0
v0104,with_abs,NIRS,lt2,S006,4.9156,0
v0104,with_abs,NIRS,lt2,S008,4.6454,0
v0104,with_abs,NIRS,lt2,S009,14.4186,1
v0104,with_abs,NIRS,lt2,S010,4.1077,1
v0104,with_abs,NIRS,lt2,S011,1.7628,0
v0104,with_abs,NIRS,lt2,S012,2.6286,0
v0104,with_abs,NIRS,lt2,S013,4.6618,1
v0104,with_abs,NIRS,lt2,S014,2.7504,0
v0104,with_abs,NIRS,lt2,S015,7.5069,0
v0104,with_abs,NIRS,lt2,S016,4.0835,0
v0104,with_abs,NIRS,lt2,S017,4.0601,1
v0104,with_abs,NIRS,lt2,S018,1.7049,0
v0104,with_abs,NIRS,lt2,S019,6.6939,1
v0104,noabs,NIRS,lt2,S001,3.664,0
v0104,noabs,NIRS,lt2,S002,4.8994,0
v0104,noabs,NIRS,lt2,S003,3.5629,1
v0104,noabs,NIRS,lt2,S004,3.5627,0
v0104,noabs,NIRS,lt2,S005,9.8612,0
v0104,noabs,NIRS,lt2,S006,7.812,0
v0104,noabs,NIRS,lt2,S008,2.5307,0
v0104,noabs,NIRS,lt2,S009,4.3147,1
v0104,noabs,NIRS,lt2,S010,3.959,1
v0104,noabs,NIRS,lt2,S011,4.766,0
v0104,noabs,NIRS,lt2,S012,5.3397,0
v0104,noabs,NIRS,lt2,S013,5.8422,1
v0104,noabs,NIRS,lt2,S014,3.0838,0
v0104,noabs,NIRS,lt2,S015,3.7204,0
v0104,noabs,NIRS,lt2,S016,3.7434,0
v0104,noabs,NIRS,lt2,S017,4.159,1
v0104,noabs,NIRS,lt2,S018,1.6563,0
v0104,noabs,NIRS,lt2,S019,6.7559,1
v0104,with_abs,EMG+NIRS,lt2,S001,5.9505,0
v0104,with_abs,EMG+NIRS,lt2,S002,2.0728,0
v0104,with_abs,EMG+NIRS,lt2,S003,2.3145,1
v0104,with_abs,EMG+NIRS,lt2,S004,2.6569,0
v0104,with_abs,EMG+NIRS,lt2,S005,5.6498,0
v0104,with_abs,EMG+NIRS,lt2,S006,2.4523,0
v0104,with_abs,EMG+NIRS,lt2,S008,3.5183,0
v0104,with_abs,EMG+NIRS,lt2,S009,7.8006,1
v0104,with_abs,EMG+NIRS,lt2,S010,3.5835,1
v0104,with_abs,EMG+NIRS,lt2,S011,2.2516,0
v0104,with_abs,EMG+NIRS,lt2,S012,1.4408,0
v0104,with_abs,EMG+NIRS,lt2,S013,2.4134,1
v0104,with_abs,EMG+NIRS,lt2,S014,2.0421,0
v0104,with_abs,EMG+NIRS,lt2,S015,3.292,0
v0104,with_abs,EMG+NIRS,lt2,S016,2.4904,0
v0104,with_abs,EMG+NIRS,lt2,S017,4.072,1
v0104,with_abs,EMG+NIRS,lt2,S018,5.1282,0
v0104,with_abs,EMG+NIRS,lt2,S019,4.8918,1
v0104,noabs,EMG+NIRS,lt2,S001,2.8594,0
v0104,noabs,EMG+NIRS,lt2,S002,3.0958,0
v0104,noabs,EMG+NIRS,lt2,S003,2.3403,1
v0104,noabs,EMG+NIRS,lt2,S004,2.8493,0
v0104,noabs,EMG+NIRS,lt2,S005,5.1053,0
v0104,noabs,EMG+NIRS,lt2,S006,2.2579,0
v0104,noabs,EMG+NIRS,lt2,S008,4.0419,0
v0104,noabs,EMG+NIRS,lt2,S009,7.0686,1
v0104,noabs,EMG+NIRS,lt2,S010,3.785,1
v0104,noabs,EMG+NIRS,lt2,S011,2.4018,0
v0104,noabs,EMG+NIRS,lt2,S012,1.2639,0
v0104,noabs,EMG+NIRS,lt2,S013,2.278,1
v0104,noabs,EMG+NIRS,lt2,S014,2.4342,0
