script,variant,feature_set,target,subject_id,mae_min,trained
v0104,noabs,EMG+NIRS,lt2,S015,3.6341,0
v0104,noabs,EMG+NIRS,lt2,S016,2.8125,0
v0104,noabs,EMG+NIRS,lt2,S017,1.8449,1
v0104,noabs,EMG+NIRS,lt2,S018,5.3894,0
v0104,noabs,EMG+NIRS,lt2,S019,5.4031,1
v0104,with_abs,EMG+NIRS+HRV,lt2,S001,2.3997,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S002,2.5687,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S003,3.5675,1
v0104,with_abs,EMG+NIRS+HRV,lt2,S004,1.5608,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S005,3.7733,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S006,1.4246,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S008,3.4224,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S009,3.057,1
v0104,with_abs,EMG+NIRS+HRV,lt2,S010,2.669,1
v0104,with_abs,EMG+NIRS+HRV,lt2,S011,1.623,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S012,1.1326,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S013,2.1267,1
v0104,with_abs,EMG+NIRS+HRV,lt2,S014,1.4927,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S015,2.7279,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S016,3.0281,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S017,1.0467,1
v0104,with_abs,EMG+NIRS+HRV,lt2,S018,2.3417,0
v0104,with_abs,EMG+NIRS+HRV,lt2,S019,4.021,1
v0104,noabs,EMG+NIRS+HRV,lt2,S001,3.0394,0
v0104,noabs,EMG+NIRS+HRV,lt2,S002,2.9077,0
v0104,noabs,EMG+NIRS+HRV,lt2,S003,3.0109,1
v0104,noabs,EMG+NIRS+HRV,lt2,S004,2.1269,0
v0104,noabs,EMG+NIRS+HRV,lt2,S005,5.6195,0
v0104,noabs,EMG+NIRS+HRV,lt2,S006,2.253,0
v0104,noabs,EMG+NIRS+HRV,lt2,S008,4.1444,0
v0104,noabs,EMG+NIRS+HRV,lt2,S009,3.6591,1
v0104,noabs,EMG+NIRS+HRV,lt2,S010,3.1672,1
v0104,noabs,EMG+NIRS+HRV,lt2,S011,2.4687,0
v0104,noabs,EMG+NIRS+HRV,lt2,S012,1.252,0
v0104,noabs,EMG+NIRS+HRV,lt2,S013,2.2339,1
v0104,noabs,EMG+NIRS+HRV,lt2,S014,2.2456,0
v0104,noabs,EMG+NIRS+HRV,lt2,S015,3.065,0
v0104,noabs,EMG+NIRS+HRV,lt2,S016,2.9546,0
v0104,noabs,EMG+NIRS+HRV,lt2,S017,3.1305,1
v0104,noabs,EMG+NIRS+HRV,lt2,S018,4.1071,0
v0104,noabs,EMG+NIRS+HRV,lt2,S019,4.231,1
v0105,with_abs,EMG,lt1,S002,3.6804,0
v0105,with_abs,EMG,lt1,S003,6.958,1
v0105,with_abs,EMG,lt1,S004,3.9674,0
v0105,with_abs,EMG,lt1,S006,2.9403,0
v0105,with_abs,EMG,lt1,S008,3.6827,0
v0105,with_abs,EMG,lt1,S009,8.0343,1
v0105,with_abs,EMG,lt1,S010,6.7252,1
v0105,with_abs,EMG,lt1,S011,4.0311,0
v0105,with_abs,EMG,lt1,S013,5.7228,1
v0105,with_abs,EMG,lt1,S014,4.7711,0
v0105,with_abs,EMG,lt1,S016,4.1011,0
v0105,with_abs,EMG,lt1,S017,4.5571,1
v0105,with_abs,EMG,lt1,S018,4.5959,0
v0105,with_abs,EMG,lt1,S019,7.2797,1
v0105,noabs,EMG,lt1,S002,3.8402,0
v0105,noabs,EMG,lt1,S003,6.9664,1
v0105,noabs,EMG,lt1,S004,3.9506,0
v0105,noabs,EMG,lt1,S006,3.003,0
v0105,noabs,EMG,lt1,S008,3.629,0
v0105,noabs,EMG,lt1,S009,7.9742,1
v0105,noabs,EMG,lt1,S010,6.9698,1
v0105,noabs,EMG,lt1,S011,3.98,0
v0105,noabs,EMG,lt1,S013,5.793,1
v0105,noabs,EMG,lt1,S014,4.8641,0
v0105,noabs,EMG,lt1,S016,3.9747,0
v0105,noabs,EMG,lt1,S017,4.4748,1
v0105,noabs,EMG,lt1,S018,4.6233,0
v0105,noabs,EMG,lt1,S019,7.2943,1
v0105,with_abs,NIRS,lt1,S002,3.4625,0
v0105,with_abs,NIRS,lt1,S003,6.7178,1
v0105,with_abs,NIRS,lt1,S004,4.1625,0
v0105,with_abs,NIRS,lt1,S006,2.9384,0
v0105,with_abs,NIRS,lt1,S008,4.0599,0
v0105,with_abs,NIRS,lt1,S009,7.3492,1
v0105,with_abs,NIRS,lt1,S010,6.6917,1
v0105,with_abs,NIRS,lt1,S011,3.8524,0
v0105,with_abs,NIRS,lt1,S013,5.3345,1
v0105,with_abs,NIRS,lt1,S014,4.7123,0
v0105,with_abs,NIRS,lt1,S016,3.9504,0
v0105,with_abs,NIRS,lt1,S017,4.5872,1
v0105,with_abs,NIRS,lt1,S018,4.5113,0
v0105,with_abs,NIRS,lt1,S019,7.0657,1
v0105,noabs,NIRS,lt1,S002,3.4477,0
v0105,noabs,NIRS,lt1,S003,6.6801,1
v0105,noabs,NIRS,lt1,S004,4.2739,0
v0105,noabs,NIRS,lt1,S006,2.9478,0
v0105,noabs,NIRS,lt1,S008,3.9508,0
v0105,noabs,NIRS,lt1,S009,7.4648,1
v0105,noabs,NIRS,lt1,S010,6.5779,1
v0105,noabs,NIRS,lt1,S011,3.8693,0
v0105,noabs,NIRS,lt1,S013,5.549,1
v0105,noabs,NIRS,lt1,S014,4.7711,0
v0105,noabs,NIRS,lt1,S016,4.0576,0
v0105,noabs,NIRS,lt1,S017,4.7663,1
v0105,noabs,NIRS,lt1,S018,4.5432,0
v0105,noabs,NIRS,lt1,S019,7.2746,1
v0105,with_abs,EMG+NIRS,lt1,S002,3.6964,0
v0105,with_abs,EMG+NIRS,lt1,S003,6.8972,1
v0105,with_abs,EMG+NIRS,lt1,S004,3.9263,0
v0105,with_abs,EMG+NIRS,lt1,S006,2.9503,0
v0105,with_abs,EMG+NIRS,lt1,S008,3.6599,0
v0105,with_abs,EMG+NIRS,lt1,S009,7.9545,1
v0105,with_abs,EMG+NIRS,lt1,S010,6.6818,1
v0105,with_abs,EMG+NIRS,lt1,S011,4.0016,0
v0105,with_abs,EMG+NIRS,lt1,S013,5.7114,1
v0105,with_abs,EMG+NIRS,lt1,S014,4.8424,0
v0105,with_abs,EMG+NIRS,lt1,S016,3.9951,0
v0105,with_abs,EMG+NIRS,lt1,S017,4.7697,1
v0105,with_abs,EMG+NIRS,lt1,S018,4.6252,0
v0105,with_abs,EMG+NIRS,lt1,S019,7.2542,1
v0105,noabs,EMG+NIRS,lt1,S002,3.6478,0
v0105,noabs,EMG+NIRS,lt1,S003,6.5009,1
v0105,noabs,EMG+NIRS,lt1,S004,3.9503,0
v0105,noabs,EMG+NIRS,lt1,S006,2.985,0
v0105,noabs,EMG+NIRS,lt1,S008,3.5925,0
v0105,noabs,EMG+NIRS,lt1,S009,7.9387,1
v0105,noabs,EMG+NIRS,lt1,S010,6.4858,1
v0105,noabs,EMG+NIRS,lt1,S011,4.0322,0
v0105,noabs,EMG+NIRS,lt1,S013,5.7313,1
v0105,noabs,EMG+NIRS,lt1,S014,5.0211,0
v0105,noabs,EMG+NIRS,lt1,S016,3.9964,0
v0105,noabs,EMG+NIRS,lt1,S017,4.5931,1
v0105,noabs,EMG+NIRS,lt1,S018,4.6289,0
v0105,noabs,EMG+NIRS,lt1,S019,7.2142,1
v0105,with_abs,EMG+NIRS+HRV,lt1,S002,3.6449,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S003,7.0,1
v0105,with_abs,EMG+NIRS+HRV,lt1,S004,3.9071,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S006,2.9478,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S008,3.6402,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S009,7.6301,1
v0105,with_abs,EMG+NIRS+HRV,lt1,S010,6.669,1
v0105,with_abs,EMG+NIRS+HRV,lt1,S011,3.959,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S013,5.7702,1
v0105,with_abs,EMG+NIRS+HRV,lt1,S014,4.9976,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S016,4.1072,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S017,4.7321,1
v0105,with_abs,EMG+NIRS+HRV,lt1,S018,4.5628,0
v0105,with_abs,EMG+NIRS+HRV,lt1,S019,7.25,1
v0105,noabs,EMG+NIRS+HRV,lt1,S002,3.6621,0
v0105,noabs,EMG+NIRS+HRV,lt1,S003,6.8907,1
v0105,noabs,EMG+NIRS+HRV,lt1,S004,3.8937,0
v0105,noabs,EMG+NIRS+HRV,lt1,S006,3.0011,0
v0105,noabs,EMG+NIRS+HRV,lt1,S008,3.5867,0
v0105,noabs,EMG+NIRS+HRV,lt1,S009,7.6923,1
v0105,noabs,EMG+NIRS+HRV,lt1,S010,6.468,1
v0105,noabs,EMG+NIRS+HRV,lt1,S011,3.9844,0
v0105,noabs,EMG+NIRS+HRV,lt1,S013,5.7481,1
v0105,noabs,EMG+NIRS+HRV,lt1,S014,4.8896,0
v0105,noabs,EMG+NIRS+HRV,lt1,S016,4.0469,0
v0105,noabs,EMG+NIRS+HRV,lt1,S017,4.7219,1
v0105,noabs,EMG+NIRS+HRV,lt1,S018,4.6657,0
v0105,noabs,EMG+NIRS+HRV,lt1,S019,7.0455,1
v0105,with_abs,EMG,lt2,S001,5.365,0
v0105,with_abs,EMG,lt2,S002,3.339,0
v0105,with_abs,EMG,lt2,S003,6.4445,1
v0105,with_abs,EMG,lt2,S004,3.5821,0
v0105,with_abs,EMG,lt2,S005,5.8124,0
v0105,with_abs,EMG,lt2,S006,2.9581,0
v0105,with_abs,EMG,lt2,S008,3.2845,0
v0105,with_abs,EMG,lt2,S009,8.6235,1
v0105,with_abs,EMG,lt2,S010,6.7955,1
v0105,with_abs,EMG,lt2,S011,3.9016,0
v0105,with_abs,EMG,lt2,S012,3.5699,0
v0105,with_abs,EMG,lt2,S013,5.8842,1
v0105,with_abs,EMG,lt2,S014,4.8018,0
v0105,with_abs,EMG,lt2,S016,3.9186,0
v0105,with_abs,EMG,lt2,S017,4.6294,1
v0105,with_abs,EMG,lt2,S019,7.1994,1
v0105,noabs,EMG,lt2,S001,5.2549,0
v0105,noabs,EMG,lt2,S002,3.3632,0
v0105,noabs,EMG,lt2,S003,6.4035,1
v0105,noabs,EMG,lt2,S004,3.5676,0
v0105,noabs,EMG,lt2,S005,6.051,0
v0105,noabs,EMG,lt2,S006,3.0136,0
v0105,noabs,EMG,lt2,S008,3.3424,0
v0105,noabs,EMG,lt2,S009,8.4668,1
v0105,noabs,EMG,lt2,S010,6.8875,1
v0105,noabs,EMG,lt2,S011,3.9241,0
v0105,noabs,EMG,lt2,S012,3.5111,0
v0105,noabs,EMG,lt2,S013,5.4868,1
v0105,noabs,EMG,lt2,S014,4.8028,0
v0105,noabs,EMG,lt2,S016,3.9151,0
v0105,noabs,EMG,lt2,S017,4.585,1
v0105,noabs,EMG,lt2,S019,7.0632,1
v0105,with_abs,NIRS,lt2,S001,5.5549,0
v0105,with_abs,NIRS,lt2,S002,3.2198,0
v0105,with_abs,NIRS,lt2,S003,6.6656,1
v0105,with_abs,NIRS,lt2,S004,3.5586,0
v0105,with_abs,NIRS,lt2,S005,6.0822,0
v0105,with_abs,NIRS,lt2,S006,3.0297,0
v0105,with_abs,NIRS,lt2,S008,3.3798,0
v0105,with_abs,NIRS,lt2,S009,8.0143,1
v0105,with_abs,NIRS,lt2,S010,6.75,1
v0105,with_abs,NIRS,lt2,S011,4.03,0
v0105,with_abs,NIRS,lt2,S012,3.5268,0
v0105,with_abs,NIRS,lt2,S013,5.4821,1
v0105,with_abs,NIRS,lt2,S014,4.7542,0
v0105,with_abs,NIRS,lt2,S016,3.9851,0
v0105,with_abs,NIRS,lt2,S017,4.5662,1
v0105,with_abs,NIRS,lt2,S019,7.3843,1
v0105,noabs,NIRS,lt2,S001,5.4216,0
v0105,noabs,NIRS,lt2,S002,3.4005,0
v0105,noabs,NIRS,lt2,S003,6.3207,1
v0105,noabs,NIRS,lt2,S004,3.4811,0
v0105,noabs,NIRS,lt2,S005,5.9427,0
v0105,noabs,NIRS,lt2,S006,2.9823,0
v0105,noabs,NIRS,lt2,S008,3.3399,0
v0105,noabs,NIRS,lt2,S009,7.9095,1
v0105,noabs,NIRS,lt2,S010,6.7014,1
v0105,noabs,NIRS,lt2,S011,4.044,0
v0105,noabs,NIRS,lt2,S012,3.4976,0
v0105,noabs,NIRS,lt2,S013,5.7813,1
v0105,noabs,NIRS,lt2,S014,4.891,0
v0105,noabs,NIRS,lt2,S016,3.9912,0
v0105,noabs,NIRS,lt2,S017,4.5861,1
v0105,noabs,NIRS,lt2,S019,7.2094,1
v0105,with_abs,EMG+NIRS,lt2,S001,5.3948,0
v0105,with_abs,EMG+NIRS,lt2,S002,3.3926,0
v0105,with_abs,EMG+NIRS,lt2,S003,6.1559,1
v0105,with_abs,EMG+NIRS,lt2,S004,3.5132,0
v0105,with_abs,EMG+NIRS,lt2,S005,5.9767,0
v0105,with_abs,EMG+NIRS,lt2,S006,2.9442,0
v0105,with_abs,EMG+NIRS,lt2,S008,3.364,0
v0105,with_abs,EMG+NIRS,lt2,S009,8.4728,1
v0105,with_abs,EMG+NIRS,lt2,S010,6.7341,1
v0105,with_abs,EMG+NIRS,lt2,S011,3.8745,0
v0105,with_abs,EMG+NIRS,lt2,S012,3.5934,0
v0105,with_abs,EMG+NIRS,lt2,S013,5.4538,1
v0105,with_abs,EMG+NIRS,lt2,S014,4.9475,0
v0105,with_abs,EMG+NIRS,lt2,S016,3.9465,0
v0105,with_abs,EMG+NIRS,lt2,S017,4.6495,1
v0105,with_abs,EMG+NIRS,lt2,S019,7.1348,1
v0105,noabs,EMG+NIRS,lt2,S001,5.2801,0
v0105,noabs,EMG+NIRS,lt2,S002,3.3172,0
v0105,noabs,EMG+NIRS,lt2,S003,6.3693,1
v0105,noabs,EMG+NIRS,lt2,S004,3.5188,0
v0105,noabs,EMG+NIRS,lt2,S005,5.93,0
v0105,noabs,EMG+NIRS,lt2,S006,3.045,0
v0105,noabs,EMG+NIRS,lt2,S008,3.3563,0
v0105,noabs,EMG+NIRS,lt2,S009,8.3302,1
v0105,noabs,EMG+NIRS,lt2,S010,6.6988,1
v0105,noabs,EMG+NIRS,lt2,S011,3.9196,0
v0105,noabs,EMG+NIRS,lt2,S012,3.573,0
v0105,noabs,EMG+NIRS,lt2,S013,5.546,1
v0105,noabs,EMG+NIRS,lt2,S014,4.8998,0
v0105,noabs,EMG+NIRS,lt2,S016,3.9022,0
v0105,noabs,EMG+NIRS,lt2,S017,4.6866,1
v0105,noabs,EMG+NIRS,lt2,S019,7.1358,1
v0105,with_abs,EMG+NIRS+HRV,lt2,S001,5.3684,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S002,3.3793,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S003,6.6023,1
v0105,with_abs,EMG+NIRS+HRV,lt2,S004,3.5241,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S005,5.8208,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S006,2.9653,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S008,3.3285,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S009,8.2653,1
v0105,with_abs,EMG+NIRS+HRV,lt2,S010,6.78,1
v0105,with_abs,EMG+NIRS+HRV,lt2,S011,3.9495,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S012,3.6162,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S013,5.6746,1
v0105,with_abs,EMG+NIRS+HRV,lt2,S014,4.8572,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S016,3.9657,0
v0105,with_abs,EMG+NIRS+HRV,lt2,S017,4.5526,1
v0105,with_abs,EMG+NIRS+HRV,lt2,S019,6.4534,1
v0105,noabs,EMG+NIRS+HRV,lt2,S001,5.4109,0
v0105,noabs,EMG+NIRS+HRV,lt2,S002,3.3314,0
v0105,noabs,EMG+NIRS+HRV,lt2,S003,6.3497,1
v0105,noabs,EMG+NIRS+HRV,lt2,S004,3.5484,0
v0105,noabs,EMG+NIRS+HRV,lt2,S005,6.0456,0
v0105,noabs,EMG+NIRS+HRV,lt2,S006,3.0357,0
v0105,noabs,EMG+NIRS+HRV,lt2,S008,3.2687,0
v0105,noabs,EMG+NIRS+HRV,lt2,S009,7.9429,1
v0105,noabs,EMG+NIRS+HRV,lt2,S010,6.9455,1
v0105,noabs,EMG+NIRS+HRV,lt2,S011,3.9014,0
v0105,noabs,EMG+NIRS+HRV,lt2,S012,3.5773,0
v0105,noabs,EMG+NIRS+HRV,lt2,S013,5.6055,1
v0105,noabs,EMG+NIRS+HRV,lt2,S014,4.9062,0
v0105,noabs,EMG+NIRS+HRV,lt2,S016,3.9966,0
v0105,noabs,EMG+NIRS+HRV,lt2,S017,4.6584,1
v0105,noabs,EMG+NIRS+HRV,lt2,S019,6.7748,1
v0106a,with_abs,EMG,lt1,S002,2.9205,0
v0106a,with_abs,EMG,lt1,S003,6.5242,1
v0106a,with_abs,EMG,lt1,S004,4.1852,0
v0106a,with_abs,EMG,lt1,S006,2.5855,0
v0106a,with_abs,EMG,lt1,S008,4.0999,0
v0106a,with_abs,EMG,lt1,S009,7.7075,1
v0106a,with_abs,EMG,lt1,S010,6.5156,1
v0106a,with_abs,EMG,lt1,S011,3.2145,0
v0106a,with_abs,EMG,lt1,S013,5.1092,1
v0106a,with_abs,EMG,lt1,S014,4.0171,0
v0106a,with_abs,EMG,lt1,S016,3.2836,0
v0106a,with_abs,EMG,lt1,S017,4.2975,1
v0106a,with_abs,EMG,lt1,S018,4.7268,0
v0106a,with_abs,EMG,lt1,S019,7.1465,1
v0106a,noabs,EMG,lt1,S002,3.0343,0
v0106a,noabs,EMG,lt1,S003,6.5014,1
v0106a,noabs,EMG,lt1,S004,5.0964,0
v0106a,noabs,EMG,lt1,S006,2.5752,0
v0106a,noabs,EMG,lt1,S008,4.1179,0
v0106a,noabs,EMG,lt1,S009,7.7422,1
v0106a,noabs,EMG,lt1,S010,6.5956,1
v0106a,noabs,EMG,lt1,S011,3.2185,0
v0106a,noabs,EMG,lt1,S013,5.1867,1
v0106a,noabs,EMG,lt1,S014,4.0608,0
v0106a,noabs,EMG,lt1,S016,3.2677,0
v0106a,noabs,EMG,lt1,S017,4.1998,1
v0106a,noabs,EMG,lt1,S018,4.7377,0
v0106a,noabs,EMG,lt1,S019,7.2458,1
v0106a,with_abs,NIRS,lt1,S002,3.4983,0
v0106a,with_abs,NIRS,lt1,S003,6.739,1
v0106a,with_abs,NIRS,lt1,S004,3.9125,0
v0106a,with_abs,NIRS,lt1,S006,3.0095,0
v0106a,with_abs,NIRS,lt1,S008,4.0621,0
v0106a,with_abs,NIRS,lt1,S009,7.6542,1
v0106a,with_abs,NIRS,lt1,S010,6.9497,1
v0106a,with_abs,NIRS,lt1,S011,3.8124,0
v0106a,with_abs,NIRS,lt1,S013,5.4886,1
v0106a,with_abs,NIRS,lt1,S014,4.7231,0
v0106a,with_abs,NIRS,lt1,S016,3.9192,0
v0106a,with_abs,NIRS,lt1,S017,4.4484,1
v0106a,with_abs,NIRS,lt1,S018,4.5219,0
v0106a,with_abs,NIRS,lt1,S019,7.3557,1
v0106a,noabs,NIRS,lt1,S002,2.9103,0
v0106a,noabs,NIRS,lt1,S003,6.7201,1
v0106a,noabs,NIRS,lt1,S004,4.1897,0
v0106a,noabs,NIRS,lt1,S006,3.016,0
v0106a,noabs,NIRS,lt1,S008,4.0709,0
v0106a,noabs,NIRS,lt1,S009,7.8255,1
v0106a,noabs,NIRS,lt1,S010,6.807,1
v0106a,noabs,NIRS,lt1,S011,3.8127,0
v0106a,noabs,NIRS,lt1,S013,5.5209,1
v0106a,noabs,NIRS,lt1,S014,4.7322,0
v0106a,noabs,NIRS,lt1,S016,3.92,0
v0106a,noabs,NIRS,lt1,S017,4.6465,1
v0106a,noabs,NIRS,lt1,S018,4.5297,0
v0106a,noabs,NIRS,lt1,S019,7.3596,1
v0106a,with_abs,EMG+NIRS,lt1,S002,2.98,0
v0106a,with_abs,EMG+NIRS,lt1,S003,6.6966,1
v0106a,with_abs,EMG+NIRS,lt1,S004,4.4188,0
v0106a,with_abs,EMG+NIRS,lt1,S006,2.8287,0
v0106a,with_abs,EMG+NIRS,lt1,S008,4.1462,0
v0106a,with_abs,EMG+NIRS,lt1,S009,7.574,1
v0106a,with_abs,EMG+NIRS,lt1,S010,6.6143,1
v0106a,with_abs,EMG+NIRS,lt1,S011,3.2061,0
v0106a,with_abs,EMG+NIRS,lt1,S013,5.2901,1
v0106a,with_abs,EMG+NIRS,lt1,S014,4.0207,0
v0106a,with_abs,EMG+NIRS,lt1,S016,3.3185,0
v0106a,with_abs,EMG+NIRS,lt1,S017,4.2127,1
v0106a,with_abs,EMG+NIRS,lt1,S018,4.5456,0
v0106a,with_abs,EMG+NIRS,lt1,S019,7.2852,1
v0106a,noabs,EMG+NIRS,lt1,S002,3.0266,0
v0106a,noabs,EMG+NIRS,lt1,S003,6.6887,1
v0106a,noabs,EMG+NIRS,lt1,S004,4.8344,0
v0106a,noabs,EMG+NIRS,lt1,S006,2.6954,0
v0106a,noabs,EMG+NIRS,lt1,S008,4.1374,0
v0106a,noabs,EMG+NIRS,lt1,S009,7.6518,1
v0106a,noabs,EMG+NIRS,lt1,S010,6.6181,1
v0106a,noabs,EMG+NIRS,lt1,S011,3.1769,0
v0106a,noabs,EMG+NIRS,lt1,S013,5.3656,1
v0106a,noabs,EMG+NIRS,lt1,S014,3.9661,0
v0106a,noabs,EMG+NIRS,lt1,S016,3.1932,0
v0106a,noabs,EMG+NIRS,lt1,S017,4.2478,1
v0106a,noabs,EMG+NIRS,lt1,S018,4.6044,0
v0106a,noabs,EMG+NIRS,lt1,S019,7.168,1
v0106a,with_abs,EMG+NIRS+HRV,lt1,S002,2.7815,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S003,6.7125,1
v0106a,with_abs,EMG+NIRS+HRV,lt1,S004,4.151,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S006,2.6276,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S008,4.1933,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S009,7.8156,1
v0106a,with_abs,EMG+NIRS+HRV,lt1,S010,6.4151,1
v0106a,with_abs,EMG+NIRS+HRV,lt1,S011,3.2131,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S013,5.2933,1
v0106a,with_abs,EMG+NIRS+HRV,lt1,S014,3.8577,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S016,3.3957,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S017,4.0249,1
v0106a,with_abs,EMG+NIRS+HRV,lt1,S018,3.7233,0
v0106a,with_abs,EMG+NIRS+HRV,lt1,S019,7.2481,1
v0106a,noabs,EMG+NIRS+HRV,lt1,S002,2.7769,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S003,6.7597,1
v0106a,noabs,EMG+NIRS+HRV,lt1,S004,3.8032,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S006,2.6698,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S008,4.1566,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S009,7.9248,1
v0106a,noabs,EMG+NIRS+HRV,lt1,S010,6.4439,1
v0106a,noabs,EMG+NIRS+HRV,lt1,S011,3.2157,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S013,5.3121,1
v0106a,noabs,EMG+NIRS+HRV,lt1,S014,3.945,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S016,3.253,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S017,4.0794,1
v0106a,noabs,EMG+NIRS+HRV,lt1,S018,3.6971,0
v0106a,noabs,EMG+NIRS+HRV,lt1,S019,7.1624,1
v0106a,with_abs,EMG,lt2,S001,4.52,0
v0106a,with_abs,EMG,lt2,S002,3.7259,0
v0106a,with_abs,EMG,lt2,S003,6.4544,1
v0106a,with_abs,EMG,lt2,S004,3.5358,0
v0106a,with_abs,EMG,lt2,S005,4.6631,0
v0106a,with_abs,EMG,lt2,S006,2.5339,0
v0106a,with_abs,EMG,lt2,S008,4.2644,0
v0106a,with_abs,EMG,lt2,S009,9.1967,1
v0106a,with_abs,EMG,lt2,S010,7.5305,1
v0106a,with_abs,EMG,lt2,S011,3.37,0
v0106a,with_abs,EMG,lt2,S012,2.6439,0
v0106a,with_abs,EMG,lt2,S013,5.6695,1
v0106a,with_abs,EMG,lt2,S014,3.9687,0
v0106a,with_abs,EMG,lt2,S015,3.1533,0
v0106a,with_abs,EMG,lt2,S016,3.3216,0
v0106a,with_abs,EMG,lt2,S017,5.3847,1
v0106a,with_abs,EMG,lt2,S018,4.9738,0
v0106a,with_abs,EMG,lt2,S019,7.1878,1
v0106a,noabs,EMG,lt2,S001,4.4973,0
v0106a,noabs,EMG,lt2,S002,3.5033,0
v0106a,noabs,EMG,lt2,S003,6.3941,1
v0106a,noabs,EMG,lt2,S004,3.6457,0
v0106a,noabs,EMG,lt2,S005,4.6267,0
v0106a,noabs,EMG,lt2,S006,2.5246,0
v0106a,noabs,EMG,lt2,S008,4.2205,0
v0106a,noabs,EMG,lt2,S009,9.2686,1
v0106a,noabs,EMG,lt2,S010,7.5296,1
v0106a,noabs,EMG,lt2,S011,3.2445,0
v0106a,noabs,EMG,lt2,S012,2.7382,0
v0106a,noabs,EMG,lt2,S013,5.5647,1
v0106a,noabs,EMG,lt2,S014,4.0151,0
v0106a,noabs,EMG,lt2,S015,3.1229,0
v0106a,noabs,EMG,lt2,S016,3.3161,0
v0106a,noabs,EMG,lt2,S017,5.1794,1
v0106a,noabs,EMG,lt2,S018,5.1734,0
v0106a,noabs,EMG,lt2,S019,7.1717,1
v0106a,with_abs,NIRS,lt2,S001,4.9503,0
v0106a,with_abs,NIRS,lt2,S002,3.9793,0
v0106a,with_abs,NIRS,lt2,S003,6.9473,1
v0106a,with_abs,NIRS,lt2,S004,3.7878,0
v0106a,with_abs,NIRS,lt2,S005,5.0876,0
v0106a,with_abs,NIRS,lt2,S006,2.9973,0
v0106a,with_abs,NIRS,lt2,S008,4.0655,0
v0106a,with_abs,NIRS,lt2,S009,9.984,1
v0106a,with_abs,NIRS,lt2,S010,7.9936,1
